1.500000	0	28	4
1.500000	1	28	4
1.500000	2	31	1
1.500000	3	29	3
1.500000	4	30	2
1.500000	5	29	3
1.500000	6	24	8
1.500000	7	29	3
1.500000	8	31	1
1.500000	9	30	2
1.500000	10	27	5
1.500000	11	31	1
1.500000	12	28	4
1.500000	13	28	4
1.500000	14	32	0
1.500000	15	29	3
1.500000	16	29	3
1.500000	17	31	1
1.500000	18	27	5
1.500000	19	28	4
1.500000	20	30	2
1.500000	21	29	3
1.500000	22	26	6
1.500000	23	31	1
1.500000	24	29	3
1.500000	25	30	2
1.500000	26	29	3
1.500000	27	28	4
1.500000	28	28	4
1.500000	29	30	2
1.500000	30	24	8
1.500000	31	29	3

1.700000	0	27	5
1.700000	1	26	6
1.700000	2	32	0
1.700000	3	30	2
1.700000	4	30	2
1.700000	5	31	1
1.700000	6	29	3
1.700000	7	28	4
1.700000	8	26	6
1.700000	9	27	5
1.700000	10	28	4
1.700000	11	30	2
1.700000	12	31	1
1.700000	13	30	2
1.700000	14	31	1
1.700000	15	30	2
1.700000	16	29	3
1.700000	17	28	4
1.700000	18	30	2
1.700000	19	28	4
1.700000	20	30	2
1.700000	21	29	3
1.700000	22	27	5
1.700000	23	26	6
1.700000	24	30	2
1.700000	25	29	3
1.700000	26	28	4
1.700000	27	29	3
1.700000	28	30	2
1.700000	29	30	2
1.700000	30	28	4
1.700000	31	25	7

1.900000	0	31	1
1.900000	1	28	4
1.900000	2	28	4
1.900000	3	22	10
1.900000	4	29	3
1.900000	5	29	3
1.900000	6	28	4
1.900000	7	28	4
1.900000	8	29	3
1.900000	9	31	1
1.900000	10	30	2
1.900000	11	26	6
1.900000	12	30	2
1.900000	13	32	0
1.900000	14	30	2
1.900000	15	27	5
1.900000	16	27	5
1.900000	17	27	5
1.900000	18	31	1
1.900000	19	30	2
1.900000	20	30	2
1.900000	21	29	3
1.900000	22	29	3
1.900000	23	29	3
1.900000	24	30	2
1.900000	25	31	1
1.900000	26	29	3
1.900000	27	24	8
1.900000	28	30	2
1.900000	29	31	1
1.900000	30	29	3
1.900000	31	28	4

2.100000	0	29	3
2.100000	1	30	2
2.100000	2	32	0
2.100000	3	27	5
2.100000	4	30	2
2.100000	5	29	3
2.100000	6	31	1
2.100000	7	31	1
2.100000	8	31	1
2.100000	9	31	1
2.100000	10	28	4
2.100000	11	27	5
2.100000	12	27	5
2.100000	13	26	6
2.100000	14	29	3
2.100000	15	29	3
2.100000	16	30	2
2.100000	17	26	6
2.100000	18	26	6
2.100000	19	29	3
2.100000	20	30	2
2.100000	21	29	3
2.100000	22	28	4
2.100000	23	26	6
2.100000	24	27	5
2.100000	25	29	3
2.100000	26	28	4
2.100000	27	28	4
2.100000	28	30	2
2.100000	29	32	0
2.100000	30	30	2
2.100000	31	27	5

2.300000	0	27	5
2.300000	1	26	6
2.300000	2	24	8
2.300000	3	29	3
2.300000	4	31	1
2.300000	5	28	4
2.300000	6	30	2
2.300000	7	29	3
2.300000	8	30	2
2.300000	9	29	3
2.300000	10	29	3
2.300000	11	29	3
2.300000	12	30	2
2.300000	13	30	2
2.300000	14	28	4
2.300000	15	30	2
2.300000	16	30	2
2.300000	17	30	2
2.300000	18	32	0
2.300000	19	28	4
2.300000	20	27	5
2.300000	21	32	0
2.300000	22	27	5
2.300000	23	30	2
2.300000	24	29	3
2.300000	25	28	4
2.300000	26	28	4
2.300000	27	29	3
2.300000	28	30	2
2.300000	29	26	6
2.300000	30	30	2
2.300000	31	27	5

2.500000	0	28	4
2.500000	1	29	3
2.500000	2	30	2
2.500000	3	28	4
2.500000	4	30	2
2.500000	5	30	2
2.500000	6	25	7
2.500000	7	28	4
2.500000	8	28	4
2.500000	9	31	1
2.500000	10	30	2
2.500000	11	28	4
2.500000	12	30	2
2.500000	13	28	4
2.500000	14	24	8
2.500000	15	31	1
2.500000	16	30	2
2.500000	17	24	8
2.500000	18	29	3
2.500000	19	30	2
2.500000	20	32	0
2.500000	21	28	4
2.500000	22	30	2
2.500000	23	31	1
2.500000	24	31	1
2.500000	25	29	3
2.500000	26	29	3
2.500000	27	30	2
2.500000	28	28	4
2.500000	29	31	1
2.500000	30	29	3
2.500000	31	23	9

2.700000	0	26	6
2.700000	1	29	3
2.700000	2	29	3
2.700000	3	28	4
2.700000	4	26	6
2.700000	5	27	5
2.700000	6	27	5
2.700000	7	32	0
2.700000	8	28	4
2.700000	9	30	2
2.700000	10	28	4
2.700000	11	29	3
2.700000	12	30	2
2.700000	13	29	3
2.700000	14	30	2
2.700000	15	31	1
2.700000	16	28	4
2.700000	17	30	2
2.700000	18	26	6
2.700000	19	28	4
2.700000	20	27	5
2.700000	21	30	2
2.700000	22	30	2
2.700000	23	29	3
2.700000	24	28	4
2.700000	25	29	3
2.700000	26	29	3
2.700000	27	30	2
2.700000	28	30	2
2.700000	29	30	2
2.700000	30	30	2
2.700000	31	29	3

2.900000	0	28	4
2.900000	1	30	2
2.900000	2	27	5
2.900000	3	29	3
2.900000	4	28	4
2.900000	5	24	8
2.900000	6	27	5
2.900000	7	29	3
2.900000	8	30	2
2.900000	9	31	1
2.900000	10	30	2
2.900000	11	27	5
2.900000	12	32	0
2.900000	13	30	2
2.900000	14	29	3
2.900000	15	30	2
2.900000	16	30	2
2.900000	17	30	2
2.900000	18	27	5
2.900000	19	29	3
2.900000	20	29	3
2.900000	21	30	2
2.900000	22	28	4
2.900000	23	28	4
2.900000	24	27	5
2.900000	25	27	5
2.900000	26	28	4
2.900000	27	29	3
2.900000	28	29	3
2.900000	29	30	2
2.900000	30	30	2
2.900000	31	30	2

3.100000	0	23	9
3.100000	1	27	5
3.100000	2	31	1
3.100000	3	29	3
3.100000	4	30	2
3.100000	5	29	3
3.100000	6	27	5
3.100000	7	29	3
3.100000	8	29	3
3.100000	9	31	1
3.100000	10	28	4
3.100000	11	28	4
3.100000	12	27	5
3.100000	13	31	1
3.100000	14	30	2
3.100000	15	29	3
3.100000	16	31	1
3.100000	17	24	8
3.100000	18	29	3
3.100000	19	29	3
3.100000	20	30	2
3.100000	21	27	5
3.100000	22	29	3
3.100000	23	27	5
3.100000	24	31	1
3.100000	25	31	1
3.100000	26	30	2
3.100000	27	29	3
3.100000	28	27	5
3.100000	29	31	1
3.100000	30	29	3
3.100000	31	30	2

3.300000	0	29	3
3.300000	1	29	3
3.300000	2	27	5
3.300000	3	30	2
3.300000	4	29	3
3.300000	5	30	2
3.300000	6	30	2
3.300000	7	29	3
3.300000	8	28	4
3.300000	9	29	3
3.300000	10	26	6
3.300000	11	29	3
3.300000	12	27	5
3.300000	13	29	3
3.300000	14	30	2
3.300000	15	27	5
3.300000	16	30	2
3.300000	17	31	1
3.300000	18	30	2
3.300000	19	26	6
3.300000	20	26	6
3.300000	21	30	2
3.300000	22	30	2
3.300000	23	32	0
3.300000	24	31	1
3.300000	25	29	3
3.300000	26	27	5
3.300000	27	28	4
3.300000	28	28	4
3.300000	29	29	3
3.300000	30	29	3
3.300000	31	28	4

